"#","Solution","W","T","P0","P1","P2","P3","P4","P5","P6","v1","v2","v3"
"128","C-0_0_3_2_2_0_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.9","26","13","7002.68","146.5","2099.38"
"129","C-0_0_4_0_0_1_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","5","0.7","27","13","7660.24","96.5","2507.27"
"130","C-0_0_1_2_1_2_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.9","26","18","9099.29","545.0","3197.71"
"131","C-0_0_2_3_1_0_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","2","0.7","27","18","8822.95","463.0","2628.15"
"132","C-0_0_1_2_1_2_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.9","26","13","9097.01","544.0","3196.97"
"133","C-0_0_2_3_1_0_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","2","0.7","27","23","8887.47","439.5","2647.15"
"134","C-0_0_0_3_0_2_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.05","8","0.7","27","23","11815.09","692.5","4066.65"
"135","C-0_0_1_2_1_2_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.9","26","28","9982.66","412.5","3474.76"
"136","C-0_0_2_3_1_0_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","2","0.7","27","28","9126.37","303.5","2719.03"
"137","C-0_0_0_3_0_2_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.05","8","0.7","27","28","12072.67","641.5","4152.16"
"138","C-0_0_1_2_1_2_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.9","26","23","9453.88","536.0","3302.4"
"139","C-0_0_3_2_2_0_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.9","26","28","7849.65","32.5","2347.15"
"140","C-0_0_0_3_0_2_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.05","8","0.7","27","13","11764.05","717.0","4047.98"
"141","C-0_0_0_3_0_2_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.05","8","0.7","27","18","11765.28","717.0","4048.41"
"142","C-0_0_2_3_1_0_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","2","0.7","27","13","8821.86","464.0","2627.82"
"143","C-0_0_4_0_0_1_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","5","0.7","27","28","7932.22","54.5","2583.58"
"144","C-0_0_4_0_0_1_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","5","0.7","27","23","7705.44","85.0","2519.97"
"145","C-0_0_4_1_0_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","2","0.6","27","18","7776.5","126.0","2329.12"
"146","C-0_0_4_1_0_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","2","0.6","27","23","7749.59","111.0","2320.96"
"147","C-0_0_4_1_0_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","2","0.6","27","13","7775.97","125.5","2328.97"
"148","C-0_0_1_3_1_1_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","5","0.8","26","23","9757.28","569.5","3152.39"
"149","C-0_0_1_3_1_1_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","5","0.8","26","18","9576.58","590.0","3098.05"
"150","C-0_0_1_3_1_1_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","5","0.8","26","28","10122.22","474.0","3269.13"
"151","C-0_0_1_3_1_1_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","5","0.8","26","13","9574.92","590.5","3097.52"
"152","C-0_0_4_1_0_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","2","0.6","27","28","7902.53","83.5","2363.6"
"153","C-0_0_2_3_2_0_3_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","2","0.9","25","13","8052.94","445.0","2398.66"
"154","C-0_0_2_3_2_0_3_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","2","0.9","25","18","8055.07","444.0","2399.3"
"155","C-0_0_2_3_2_0_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","2","0.9","25","23","8432.29","453.0","2508.81"
"156","C-0_0_2_3_2_0_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","2","0.9","25","28","8920.74","224.5","2659.85"
"157","C-0_0_4_0_1_4_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.8","25","23","7157.28","19.0","2943.47"
"158","C-0_0_4_0_1_4_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.8","25","18","6946.67","28.5","2883.05"
"159","C-0_0_4_0_1_4_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.8","25","13","6945.33","28.5","2882.66"
"160","C-0_0_3_1_0_4_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","14","0.6","26","18","9023.03","76.5","3484.78"
"161","C-0_0_3_1_0_4_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","14","0.6","26","23","8996.04","64.0","3479.13"
"162","C-0_0_3_1_0_4_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","14","0.6","26","28","9172.59","46.5","3530.91"
"163","C-0_0_4_0_1_4_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.8","25","28","7485.73","1.0","3038.71"
"164","C-0_0_3_1_0_4_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","14","0.6","26","13","9022.38","76.0","3484.58"
"165","C-0_0_3_0_0_2_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","8","0.8","25","23","8585.37","92.0","2999.26"
"166","C-0_0_3_0_0_2_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","8","0.8","25","18","8449.14","103.0","2958.97"
"167","C-0_0_3_0_0_2_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","8","0.8","25","13","8447.97","103.0","2958.62"
"168","C-0_0_3_0_0_2_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","8","0.8","25","28","8920.99","49.0","3098.09"
"169","C-0_0_3_1_0_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.7","25","28","8865.99","80.0","2866.69"
"170","C-0_0_3_1_0_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.7","25","23","8632.53","116.0","2799.21"
"171","C-0_0_3_1_0_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.7","25","18","8589.66","134.5","2786.57"
"172","C-0_0_3_1_0_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.7","25","13","8588.79","134.5","2786.32"
"173","C-0_0_1_3_1_4_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.7","27","13","10098.97","511.5","3838.04"
"174","C-0_0_1_3_1_4_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.7","27","18","10100.3","511.5","3838.49"
"175","C-0_0_2_2_2_4_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","14","0.9","26","13","8191.4","281.5","3258.17"
"176","C-0_0_2_2_2_4_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","14","0.9","26","18","8193.72","281.5","3258.92"
"177","C-0_0_1_3_1_4_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.7","27","23","10172.01","493.5","3862.93"
"178","C-0_0_2_2_2_4_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","14","0.9","26","23","8535.97","291.5","3363.45"
"179","C-0_0_1_3_1_4_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.7","27","28","10444.26","423.0","3951.73"
"180","C-0_0_2_2_2_4_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","14","0.9","26","28","9095.54","154.5","3535.07"
"181","C-0_0_1_1_0_0_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","2","0.9","27","23","10071.23","583.0","3136.16"
"182","C-0_0_1_1_0_0_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","2","0.9","27","18","9761.81","601.5","3043.29"
"183","C-0_0_3_2_0_0_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","2","0.6","25","28","8967.16","115.5","2670.79"
"184","C-0_0_3_2_0_0_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","2","0.6","25","23","8810.45","150.5","2625.85"
"185","C-0_0_1_1_0_0_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","2","0.9","27","13","9759.91","602.5","3042.69"
"186","C-0_0_3_2_0_0_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","2","0.6","25","18","8838.74","172.5","2634.11"
"187","C-0_0_3_2_0_0_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","2","0.6","25","13","8838.13","173.0","2633.94"
"188","C-0_0_4_0_0_0_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","2","0.7","28","28","7784.01","70.5","2351.46"
"189","C-0_0_4_0_0_0_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","2","0.7","28","23","7561.56","105.0","2289.5"
"190","C-0_0_4_0_0_0_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","2","0.7","28","18","7518.49","117.5","2277.59"
"191","C-0_0_4_0_0_0_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.05","2","0.7","28","13","7517.71","118.0","2277.38"
"192","C-0_0_2_3_2_3_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","11","0.8","26","13","8626.96","321.0","3146.24"
"193","C-0_0_2_3_2_3_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","11","0.8","26","23","8822.34","316.5","3203.43"
"194","C-0_0_2_3_2_3_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","11","0.8","26","18","8628.64","321.0","3146.77"
"195","C-0_0_2_3_2_3_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","11","0.8","26","28","9197.41","191.5","3321.71"
"196","C-0_0_1_1_0_0_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","2","0.9","27","28","10572.83","465.5","3294.33"
"197","C-0_0_3_3_3_4_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","14","0.8","28","28","8414.01","0.0","3244.55"
"198","C-0_0_3_3_3_2_3_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","8","0.9","25","13","7415.32","69.5","2561.69"
"199","C-0_0_3_3_3_4_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","14","0.8","28","23","8037.65","37.0","3128.22"
"200","C-0_0_3_3_3_2_3_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","8","0.9","25","18","7417.42","68.5","2562.32"
"201","C-0_0_3_3_3_2_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","8","0.9","25","23","7799.35","84.5","2670.39"
"202","C-0_0_3_3_3_4_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","14","0.8","28","18","7836.68","37.5","3070.86"
"203","C-0_0_3_3_3_2_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","8","0.9","25","28","8296.5","1.0","2822.13"
"204","C-0_0_3_3_3_4_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","14","0.8","28","13","7835.05","37.5","3070.36"
"205","C-0_0_4_3_2_3_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","11","0.6","25","18","7483.15","42.5","2746.01"
"206","C-0_0_1_3_1_3_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","11","0.7","28","18","9924.59","533.0","3589.8"
"207","C-0_0_4_3_2_3_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","11","0.6","25","13","7482.42","42.0","2745.8"
"208","C-0_0_1_3_1_3_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","11","0.7","28","13","9923.29","533.5","3589.37"
"209","C-0_0_1_3_1_3_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","11","0.7","28","28","10260.98","442.5","3699.03"
"210","C-0_0_4_3_2_3_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","11","0.6","25","28","7659.81","10.0","2798.3"
"211","C-0_0_1_3_1_3_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","11","0.7","28","23","9994.01","517.0","3612.91"
"212","C-0_0_4_3_2_3_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","11","0.6","25","23","7487.77","31.0","2748.14"
"213","C-0_0_3_0_0_0_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","2","0.8","28","23","8283.77","136.5","2531.16"
"214","C-0_0_3_0_0_0_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","2","0.8","28","28","8610.28","82.0","2625.67"
"215","C-0_0_0_3_1_0_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","2","0.9","27","13","9965.08","752.5","3096.4"
"216","C-0_0_0_3_1_0_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","2","0.9","27","28","10860.46","640.0","3386.06"
"217","C-0_0_0_3_1_0_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","2","0.9","27","18","9967.56","752.5","3097.22"
"218","C-0_0_0_3_1_0_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","2","0.9","27","23","10325.21","739.0","3205.85"
"219","C-0_0_3_0_0_0_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","2","0.8","28","13","8148.4","156.0","2491.29"
"220","C-0_0_3_0_0_0_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.05","0.05","2","0.8","28","18","8149.57","155.5","2491.63"
"221","C-0_0_3_3_3_1_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","5","0.9","26","23","7648.87","119.5","2435.03"
"222","C-0_0_3_3_3_1_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","5","0.9","26","28","8133.75","7.0","2581.47"
"223","C-0_0_3_3_3_1_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","5","0.9","26","13","7261.42","100.0","2324.88"
"224","C-0_0_3_3_3_1_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.14","5","0.9","26","18","7263.44","98.0","2325.48"
"225","C-0_0_2_1_0_4_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","14","0.7","27","28","10081.83","164.5","3849.98"
"226","C-0_0_2_1_0_4_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","14","0.7","27","23","9826.65","256.0","3771.73"
"227","C-0_0_2_1_0_4_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","14","0.7","27","18","9778.85","272.5","3755.73"
"228","C-0_0_2_1_0_4_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","14","0.7","27","13","9777.85","273.0","3755.41"
"229","C-0_0_4_3_3_4_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","14","0.7","28","28","7662.32","0.0","2994.19"
"230","C-0_0_2_2_0_3_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.05","11","0.6","27","13","9928.92","318.5","3575.55"
"231","C-0_0_4_3_3_4_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","14","0.7","28","23","7405.95","6.5","2917.7"
"232","C-0_0_4_3_3_4_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","14","0.7","28","18","7318.23","11.5","2892.18"
"233","C-0_0_4_3_3_4_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","14","0.7","28","13","7317.04","11.5","2891.83"
"234","C-0_0_2_2_2_3_3_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","11","0.9","28","28","8911.27","166.0","3283.97"
"235","C-0_0_2_2_0_3_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.05","11","0.6","27","28","10082.2","211.5","3623.84"
"236","C-0_0_2_2_0_3_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.05","11","0.6","27","23","9909.89","291.5","3571.65"
"237","C-0_0_2_2_0_3_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.05","11","0.6","27","18","9929.66","318.5","3575.78"
"238","C-0_0_2_2_2_3_3_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","11","0.9","28","18","8016.61","305.0","3011.14"
"239","C-0_0_1_1_0_1_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","5","0.9","26","28","10741.35","442.0","3538.36"
"240","C-0_0_2_2_2_3_3_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","11","0.9","28","23","8363.89","313.5","3118.8"
"241","C-0_0_2_2_2_3_3_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","11","0.9","28","13","8014.36","306.0","3010.42"
"242","C-0_0_4_1_2_2_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","8","0.9","25","28","7144.1","0.0","2532.71"
"243","C-0_0_1_1_0_1_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","5","0.9","26","13","9921.87","570.5","3283.4"
"244","C-0_0_4_1_2_2_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","8","0.9","25","23","6717.35","37.0","2411.68"
"245","C-0_0_1_1_0_1_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","5","0.9","26","23","10232.63","552.5","3376.58"
"246","C-0_0_1_1_0_1_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","5","0.9","26","18","9923.81","570.5","3284.01"
"247","C-0_0_4_1_2_2_3_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","8","0.9","25","18","6321.93","47.0","2295.37"
"248","C-0_0_4_1_2_2_3_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","8","0.9","25","13","6320.1","47.0","2294.85"
"249","C-0_0_2_3_2_2_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","8","0.8","28","28","9023.42","215.0","3075.16"
"250","C-0_0_1_1_0_4_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","14","0.8","26","13","10515.42","495.0","4044.0"
"251","C-0_0_2_3_2_2_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","8","0.8","28","23","8657.13","350.0","2960.88"
"252","C-0_0_2_3_2_2_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","8","0.8","28","18","8463.56","358.5","2904.39"
"253","C-0_0_2_3_2_2_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.11","8","0.8","28","13","8461.93","360.0","2903.89"
"254","C-0_0_1_1_0_4_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","14","0.8","26","28","11064.41","405.5","4217.56"
"255","C-0_0_1_2_0_0_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.8","26","23","10356.77","587.5","3191.03"
"256","C-0_0_1_2_0_0_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.8","26","28","10712.1","496.0","3301.67"
"257","C-0_0_1_2_0_0_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.8","26","13","10185.49","610.0","3140.4"
